voter_name,affiliation,award,name,value,points,avgPoints,diff,diffSquared,ballot
Duane Rankin,Arizona Republic,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
Duane Rankin,Arizona Republic,COY,x3rd_Place_1_points,"Michael Malone, Denver",1,0.01010101,0.98989899,0.97990001,COY
Stephanie Ready,WarnerMedia,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Stephanie Ready,WarnerMedia,COY,x2nd_Place_3_points,"Chris Finch, Minnesota",3,1.060606061,1.939393939,3.761248852,COY
Stephanie Ready,WarnerMedia,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
JJ Redick,ESPN,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
JJ Redick,ESPN,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
JJ Redick,ESPN,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Bill Reiter,CBSSports.com,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Bill Reiter,CBSSports.com,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Bill Reiter,CBSSports.com,COY,x3rd_Place_1_points,"Tom Thibodeau, New York",1,0.595959596,0.404040404,0.163248648,COY
Remi Reverchon,BeIN Sports,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Remi Reverchon,BeIN Sports,COY,x2nd_Place_3_points,"Chris Finch, Minnesota",3,1.060606061,1.939393939,3.761248852,COY
Remi Reverchon,BeIN Sports,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Tim Reynolds,Associated Press,COY,x1st_Place_5_points,"Jamahl Mosley, Orlando",5,1.595959596,3.404040404,11.58749107,COY
Tim Reynolds,Associated Press,COY,x2nd_Place_3_points,"Mark Daigneault, Oklahoma City",3,4.777777778,-1.777777778,3.160493827,COY
Tim Reynolds,Associated Press,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Josh Robbins,The Athletic,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Josh Robbins,The Athletic,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Josh Robbins,The Athletic,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Melissa Rohlin,Fox Sports,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Melissa Rohlin,Fox Sports,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Melissa Rohlin,Fox Sports,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Taylor Rooks,Bleacher Report,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Taylor Rooks,Bleacher Report,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Taylor Rooks,Bleacher Report,COY,x3rd_Place_1_points,"Joe Mazzulla, Boston",1,0.797979798,0.202020202,0.040812162,COY
Ryen Russillo,The Ringer,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Ryen Russillo,The Ringer,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Ryen Russillo,The Ringer,COY,x3rd_Place_1_points,"Ime Udoka, Houston",1,0.060606061,0.939393939,0.882460973,COY
Simone Sandri,La Gazzetta dello Sport,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Simone Sandri,La Gazzetta dello Sport,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Simone Sandri,La Gazzetta dello Sport,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
John Schuhmann,NBA.com,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
John Schuhmann,NBA.com,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
John Schuhmann,NBA.com,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Dennis Scott,WarnerMedia,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Dennis Scott,WarnerMedia,COY,x2nd_Place_3_points,"Chris Finch, Minnesota",3,1.060606061,1.939393939,3.761248852,COY
Dennis Scott,WarnerMedia,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Ramona Shelburne,ESPN,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Ramona Shelburne,ESPN,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Ramona Shelburne,ESPN,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Bill Simmons,The Ringer,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Bill Simmons,The Ringer,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Bill Simmons,The Ringer,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Anthony Slater,The Athletic,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Anthony Slater,The Athletic,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
Anthony Slater,The Athletic,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Doug Smith,The Toronto Star,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Doug Smith,The Toronto Star,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Doug Smith,The Toronto Star,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Stephen A. Smith,ESPN,COY,x1st_Place_5_points,"Tom Thibodeau, New York",5,0.595959596,4.404040404,19.39557188,COY
Stephen A. Smith,ESPN,COY,x2nd_Place_3_points,"Mark Daigneault, Oklahoma City",3,4.777777778,-1.777777778,3.160493827,COY
Stephen A. Smith,ESPN,COY,x3rd_Place_1_points,"Joe Mazzulla, Boston",1,0.797979798,0.202020202,0.040812162,COY
Steve Smith,WarnerMedia,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Steve Smith,WarnerMedia,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Steve Smith,WarnerMedia,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Seerat Sohi,The Ringer,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Seerat Sohi,The Ringer,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Seerat Sohi,The Ringer,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Justin Termine,Sirius Radio,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Justin Termine,Sirius Radio,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Justin Termine,Sirius Radio,COY,x3rd_Place_1_points,"Joe Mazzulla, Boston",1,0.797979798,0.202020202,0.040812162,COY
Brad Townsend,Dallas Morning News,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Brad Townsend,Dallas Morning News,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Brad Townsend,Dallas Morning News,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Stan Van Gundy,WarnerMedia,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Stan Van Gundy,WarnerMedia,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Stan Van Gundy,WarnerMedia,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Joe Vardon,The Athletic,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Joe Vardon,The Athletic,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Joe Vardon,The Athletic,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Gary Washburn,Boston Globe,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Gary Washburn,Boston Globe,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
Gary Washburn,Boston Globe,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Michael Wilbon,ESPN,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Michael Wilbon,ESPN,COY,x2nd_Place_3_points,"Chris Finch, Minnesota",3,1.060606061,1.939393939,3.761248852,COY
Michael Wilbon,ESPN,COY,x3rd_Place_1_points,"Jason Kidd, Dallas",1,0.01010101,0.98989899,0.97990001,COY
Brian Windhorst,ESPN,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Brian Windhorst,ESPN,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Brian Windhorst,ESPN,COY,x3rd_Place_1_points,"Joe Mazzulla, Boston",1,0.797979798,0.202020202,0.040812162,COY
Matt Winer,WarnerMedia,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Matt Winer,WarnerMedia,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Matt Winer,WarnerMedia,COY,x3rd_Place_1_points,"Joe Mazzulla, Boston",1,0.797979798,0.202020202,0.040812162,COY
Kristian Winfield,New York Daily News,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Kristian Winfield,New York Daily News,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Kristian Winfield,New York Daily News,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Ryan Wolstat,The Toronto Sun,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Ryan Wolstat,The Toronto Sun,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Ryan Wolstat,The Toronto Sun,COY,x3rd_Place_1_points,"Chris Finch, Minnesota",1,1.060606061,-0.060606061,0.003673095,COY
Michael C. Wright,NBA.com,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Michael C. Wright,NBA.com,COY,x2nd_Place_3_points,"Joe Mazzulla, Boston",3,0.797979798,2.202020202,4.84889297,COY
Michael C. Wright,NBA.com,COY,x3rd_Place_1_points,"Ime Udoka, Houston",1,0.060606061,0.939393939,0.882460973,COY
Ohm Youngmisuk,ESPN,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Ohm Youngmisuk,ESPN,COY,x2nd_Place_3_points,"Tom Thibodeau, New York",3,0.595959596,2.404040404,5.779410264,COY
Ohm Youngmisuk,ESPN,COY,x3rd_Place_1_points,"Jamahl Mosley, Orlando",1,1.595959596,-0.595959596,0.35516784,COY
Jeff Zillgitt,USA Today,COY,x1st_Place_5_points,"Mark Daigneault, Oklahoma City",5,4.777777778,0.222222222,0.049382716,COY
Jeff Zillgitt,USA Today,COY,x2nd_Place_3_points,"Jamahl Mosley, Orlando",3,1.595959596,1.404040404,1.971329456,COY
Jeff Zillgitt,USA Today,COY,x3rd_Place_1_points,"Tom Thibodeau, New York",1,0.595959596,0.404040404,0.163248648,COY
David Aldridge,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
David Aldridge,The Athletic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
David Aldridge,The Athletic,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Sam Amick,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Sam Amick,The Athletic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Sam Amick,The Athletic,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Jason Anderson,Sacramento Bee,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Jason Anderson,Sacramento Bee,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Jason Anderson,Sacramento Bee,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Greg Anthony,WarnerMedia,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Greg Anthony,WarnerMedia,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Greg Anthony,WarnerMedia,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Steve Aschburner,NBA.com,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Steve Aschburner,NBA.com,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Steve Aschburner,NBA.com,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Maxime Aubin,L'Equipe,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Maxime Aubin,L'Equipe,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Maxime Aubin,L'Equipe,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Evan Barnes,Newsday,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Evan Barnes,Newsday,SMOY,x2nd_Place_3_points,"Norman Powell, LA Clippers",3,0.656565657,2.343434343,5.491684522,SMOY
Evan Barnes,Newsday,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Howard Beck,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Howard Beck,The Ringer,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Howard Beck,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Jason Beede,Orlando Sentinel,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Jason Beede,Orlando Sentinel,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Jason Beede,Orlando Sentinel,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Tim Bontemps,ESPN,SMOY,x1st_Place_5_points,"Bogdan Bogdanovic, Atlanta",5,0.404040404,4.595959596,21.12284461,SMOY
Tim Bontemps,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Tim Bontemps,ESPN,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Rod Boone,Charlotte Observer,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Rod Boone,Charlotte Observer,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Rod Boone,Charlotte Observer,SMOY,x3rd_Place_1_points,"Tim Hardaway Jr., Dallas",1,0.01010101,0.98989899,0.97990001,SMOY
Chris Broussard,Fox Sports,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Chris Broussard,Fox Sports,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Chris Broussard,Fox Sports,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Ric Bucher,FS1,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Ric Bucher,FS1,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Ric Bucher,FS1,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Miguel Candeias,A Bola,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Miguel Candeias,A Bola,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Miguel Candeias,A Bola,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Tim Cato,The Athletic,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Tim Cato,The Athletic,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Tim Cato,The Athletic,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Shams Charania,The Athletic/Stadium,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Shams Charania,The Athletic/Stadium,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Shams Charania,The Athletic/Stadium,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Anthony Chiang,Miami Herald,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Anthony Chiang,Miami Herald,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Anthony Chiang,Miami Herald,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Damichael Cole,Memphis Commercial Appeal,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Damichael Cole,Memphis Commercial Appeal,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Damichael Cole,Memphis Commercial Appeal,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Antoni Daimiel,Movistar+,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Antoni Daimiel,Movistar+,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Antoni Daimiel,Movistar+,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Dan Devine,Yahoo! Sports,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Dan Devine,Yahoo! Sports,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Dan Devine,Yahoo! Sports,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Bennett Durando,Denver Post,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Bennett Durando,Denver Post,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Bennett Durando,Denver Post,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
James Edwards III,The Athletic,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
James Edwards III,The Athletic,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
James Edwards III,The Athletic,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Chris Fedor,Cleveland.com,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Chris Fedor,Cleveland.com,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Chris Fedor,Cleveland.com,SMOY,x3rd_Place_1_points,"Jonathan Isaac, Orlando",1,0.01010101,0.98989899,0.97990001,SMOY
Ignacio Garcia,MARCA,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Ignacio Garcia,MARCA,SMOY,x2nd_Place_3_points,"Jose Alvarado, New Orleans",3,0.03030303,2.96969697,8.819100092,SMOY
Ignacio Garcia,MARCA,SMOY,x3rd_Place_1_points,"Jaime Jaquez Jr., Miami",1,0.01010101,0.98989899,0.97990001,SMOY
Brian Geltzeiler,Sirius Radio,SMOY,x1st_Place_5_points,"Bobby Portis, Milwaukee",5,0.818181818,4.181818182,17.48760331,SMOY
Brian Geltzeiler,Sirius Radio,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Brian Geltzeiler,Sirius Radio,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Vince Goodwill,Yahoo! Sports,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Vince Goodwill,Yahoo! Sports,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
